Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Molecular Functions,21,GO:0042608,T cell receptor binding,,-3.7,24,8.2,30238,12,310,3,0.97,0.56,3105|3122|3133,HLA-A|HLA-DRA|HLA-E,-1.9,GenesID
GO Biological Processes,19,GO:0048484,enteric nervous system development,19_GO:0032502 developmental process,-3.7,24,8.2,30238,12,310,3,0.97,0.56,1910|6663|30812,EDNRB|SOX10|SOX8,-1.9,GenesID
GO Biological Processes,19,GO:0104004,cellular response to environmental stimulus,19_GO:0050896 response to stimulus,-3.7,3.5,4.6,30238,339,310,12,3.9,1.1,1647|4734|5243|5978|6338|6513|6662|7099|9531|51284|59341|92241,GADD45A|NEDD4|ABCB1|REST|SCNN1B|SLC2A1|SOX9|TLR4|BAG3|TLR7|TRPV4|RCSD1,-1.9,GenesID
GO Biological Processes,19,GO:0071214,cellular response to abiotic stimulus,19_GO:0050896 response to stimulus,-3.7,3.5,4.6,30238,339,310,12,3.9,1.1,1647|4734|5243|5978|6338|6513|6662|7099|9531|51284|59341|92241,GADD45A|NEDD4|ABCB1|REST|SCNN1B|SLC2A1|SOX9|TLR4|BAG3|TLR7|TRPV4|RCSD1,-1.9,GenesID
GO Biological Processes,19,GO:0048469,cell maturation,19_GO:0032502 developmental process,-3.6,4.4,4.9,30238,199,310,9,2.9,0.95,718|1906|2034|2624|3791|6663|6886|29842|30812,C3|EDN1|EPAS1|GATA2|KDR|SOX10|TAL1|TFCP2L1|SOX8,-1.9,GenesID
GO Molecular Functions,21,GO:0001540,amyloid-beta binding,,-3.6,7,5.6,30238,84,310,6,1.9,0.78,590|972|1471|3416|7099|9452,BCHE|CD74|CST3|IDE|TLR4|ITM2A,-1.9,GenesID
GO Biological Processes,19,GO:0030218,erythrocyte differentiation,19_GO:0042592 homeostatic process,-3.6,5.7,5.3,30238,119,310,7,2.3,0.84,2034|2235|3059|3071|6005|6886|221395,EPAS1|FECH|HCLS1|NCKAP1L|RHAG|TAL1|ADGRF5,-1.9,GenesID
GO Biological Processes,19,GO:0044403,biological process involved in symbiotic interaction,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.6,4.4,4.9,30238,200,310,9,2.9,0.95,1380|2993|3416|3685|3688|4864|6338|6541|7037,CR2|GYPA|IDE|ITGAV|ITGB1|NPC1|SCNN1B|SLC7A1|TFRC,-1.9,GenesID
GO Biological Processes,19,GO:0050820,positive regulation of coagulation,19_GO:0048518 positive regulation of biological process,-3.6,13,6.7,30238,30,310,4,1.3,0.64,285|2152|5327|196527,ANGPT2|F3|PLAT|ANO6,-1.9,GenesID
GO Biological Processes,19,GO:0002705,positive regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-3.6,4.9,5,30238,159,310,8,2.6,0.9,718|3105|3122|3133|3822|7037|8809|54440,C3|HLA-A|HLA-DRA|HLA-E|KLRC2|TFRC|IL18R1|SASH3,-1.9,GenesID
GO Biological Processes,19,GO:0060627,regulation of vesicle-mediated transport,19_GO:0051179 localization,-3.6,2.8,4.3,30238,561,310,16,5.2,1.3,718|2624|3071|3560|3685|3822|3965|5978|10461|10859|29763|30844|51090|55589|79628|196527,C3|GATA2|NCKAP1L|IL2RB|ITGAV|KLRC2|LGALS9|REST|MERTK|LILRB1|PACSIN3|EHD4|PLLP|BMP2K|SH3TC2|ANO6,-1.9,GenesID
GO Biological Processes,19,GO:0051701,biological process involved in interaction with host,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.6,4.9,5,30238,160,310,8,2.6,0.9,1380|2993|3416|3685|3688|4864|6541|7037,CR2|GYPA|IDE|ITGAV|ITGB1|NPC1|SLC7A1|TFRC,-1.9,GenesID
GO Cellular Components,20,GO:0042581,specific granule,,-3.6,4.9,5,30238,160,310,8,2.6,0.9,945|2919|3685|5787|7133|23191|54918|196527,CD33|CXCL1|ITGAV|PTPRB|TNFRSF1B|CYFIP1|CMTM6|ANO6,-1.9,GenesID
GO Biological Processes,19,GO:0032943,mononuclear cell proliferation,19_GO:0009987 cellular process,-3.6,5.6,5.2,30238,121,310,7,2.3,0.84,1380|4064|7099|10859|51176|54440|81704,CR2|CD180|TLR4|LILRB1|LEF1|SASH3|DOCK8,-1.9,GenesID
GO Biological Processes,19,GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",19_GO:0002376 immune system process,-3.6,6.8,5.5,30238,86,310,6,1.9,0.78,3071|3122|3965|54440|57045|64115,NCKAP1L|HLA-DRA|LGALS9|SASH3|TWSG1|VSIR,-1.8,GenesID
GO Biological Processes,19,GO:0071695,anatomical structure maturation,19_GO:0032502 developmental process,-3.6,3.9,4.7,30238,249,310,10,3.2,1,718|1003|1906|2034|2624|3791|6663|6886|29842|30812,C3|CDH5|EDN1|EPAS1|GATA2|KDR|SOX10|TAL1|TFCP2L1|SOX8,-1.8,GenesID
GO Biological Processes,19,GO:1902895,positive regulation of miRNA transcription,19_GO:0048518 positive regulation of biological process,-3.6,8.7,5.9,30238,56,310,5,1.6,0.72,183|2113|2624|2908|4088,AGT|ETS1|GATA2|NR3C1|SMAD3,-1.8,GenesID
GO Biological Processes,19,GO:0019886,antigen processing and presentation of exogenous peptide antigen via MHC class II,19_GO:0002376 immune system process,-3.6,13,6.6,30238,31,310,4,1.3,0.64,972|3117|3122|3127,CD74|HLA-DQA1|HLA-DRA|HLA-DRB5,-1.8,GenesID
GO Biological Processes,19,GO:0042113,B cell activation,19_GO:0002376 immune system process,-3.6,4.3,4.8,30238,204,310,9,2.9,0.95,718|1380|3688|4064|7099|9452|23308|51176|54440,C3|CR2|ITGB1|CD180|TLR4|ITM2A|ICOSLG|LEF1|SASH3,-1.8,GenesID
GO Biological Processes,19,GO:0050871,positive regulation of B cell activation,19_GO:0002376 immune system process,-3.6,6.7,5.4,30238,87,310,6,1.9,0.78,972|3071|3635|7037|7099|54440,CD74|NCKAP1L|INPP5D|TFRC|TLR4|SASH3,-1.8,GenesID
GO Biological Processes,19,GO:0046643,regulation of gamma-delta T cell activation,19_GO:0002376 immune system process,-3.5,23,7.9,30238,13,310,3,0.97,0.56,3071|10859|51176,NCKAP1L|LILRB1|LEF1,-1.8,GenesID
GO Molecular Functions,21,GO:0031994,insulin-like growth factor I binding,,-3.5,23,7.9,30238,13,310,3,0.97,0.56,3486|3655|3685,IGFBP3|ITGA6|ITGAV,-1.8,GenesID
GO Biological Processes,19,GO:0042045,epithelial fluid transport,19_GO:0051179 localization,-3.5,23,7.9,30238,13,310,3,0.97,0.56,1906|1910|6338,EDN1|EDNRB|SCNN1B,-1.8,GenesID
GO Molecular Functions,21,GO:0045028,G protein-coupled purinergic nucleotide receptor activity,,-3.5,23,7.9,30238,13,310,3,0.97,0.56,2857|5724|64805,GPR34|PTAFR|P2RY12,-1.8,GenesID
GO Biological Processes,19,GO:0006909,phagocytosis,19_GO:0051179 localization,-3.5,4.8,4.9,30238,163,310,8,2.6,0.9,2624|3685|3688|3953|7099|9936|10461|122618,GATA2|ITGAV|ITGB1|LEPR|TLR4|CD302|MERTK|PLD4,-1.8,GenesID
GO Biological Processes,19,GO:0006935,chemotaxis,19_GO:0040011 locomotion,-3.5,3.3,4.5,30238,350,310,12,3.9,1.1,718|1910|2321|2919|3071|3685|3965|5156|5168|5724|51176|57580,C3|EDNRB|FLT1|CXCL1|NCKAP1L|ITGAV|LGALS9|PDGFRA|ENPP2|PTAFR|LEF1|PREX1,-1.8,GenesID
GO Biological Processes,19,GO:0043434,response to peptide hormone,19_GO:0050896 response to stimulus,-3.5,3.1,4.4,30238,403,310,13,4.2,1.1,15|183|760|1906|1910|3416|4088|5166|5243|6338|6513|59341|87178,AANAT|AGT|CA2|EDN1|EDNRB|IDE|SMAD3|PDK4|ABCB1|SCNN1B|SLC2A1|TRPV4|PNPT1,-1.8,GenesID
GO Cellular Components,20,GO:0070820,tertiary granule,,-3.5,4.8,4.9,30238,164,310,8,2.6,0.9,945|1471|2919|3071|5724|5787|23191|196527,CD33|CST3|CXCL1|NCKAP1L|PTAFR|PTPRB|CYFIP1|ANO6,-1.8,GenesID
GO Biological Processes,19,GO:0042330,taxis,19_GO:0040011 locomotion,-3.5,3.3,4.5,30238,352,310,12,3.9,1.1,718|1910|2321|2919|3071|3685|3965|5156|5168|5724|51176|57580,C3|EDNRB|FLT1|CXCL1|NCKAP1L|ITGAV|LGALS9|PDGFRA|ENPP2|PTAFR|LEF1|PREX1,-1.8,GenesID
GO Biological Processes,19,GO:0045582,positive regulation of T cell differentiation,19_GO:0002376 immune system process,-3.5,5.5,5.1,30238,125,310,7,2.3,0.84,972|3071|3122|3965|51176|54440|64115,CD74|NCKAP1L|HLA-DRA|LGALS9|LEF1|SASH3|VSIR,-1.8,GenesID
GO Cellular Components,20,GO:0030666,endocytic vesicle membrane,,-3.5,4.2,4.7,30238,208,310,9,2.9,0.95,972|3105|3117|3122|3127|3133|7037|7096|115677,CD74|HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5|HLA-E|TFRC|TLR1|NOSTRIN,-1.8,GenesID
GO Biological Processes,19,GO:0006814,sodium ion transport,19_GO:0051179 localization,-3.5,4.2,4.7,30238,208,310,9,2.9,0.95,183|482|1906|1910|4734|6338|9368|80024|196527,AGT|ATP1B2|EDN1|EDNRB|NEDD4|SCNN1B|NHERF1|SLC8B1|ANO6,-1.8,GenesID
GO Biological Processes,19,GO:1903038,negative regulation of leukocyte cell-cell adhesion,19_GO:0048519 negative regulation of biological process,-3.5,4.7,4.9,30238,165,310,8,2.6,0.9,972|3133|3965|5074|10859|57045|64115|441478,CD74|HLA-E|LGALS9|PAWR|LILRB1|TWSG1|VSIR|NRARP,-1.8,GenesID
GO Biological Processes,19,GO:2000107,negative regulation of leukocyte apoptotic process,19_GO:0048519 negative regulation of biological process,-3.5,8.4,5.7,30238,58,310,5,1.6,0.72,972|3059|10461|10859|81704,CD74|HCLS1|MERTK|LILRB1|DOCK8,-1.8,GenesID
GO Cellular Components,20,GO:0031901,early endosome membrane,,-3.5,4.2,4.7,30238,209,310,9,2.9,0.95,1317|3105|3122|3133|30844|54918|55300|56937|151636,SLC31A1|HLA-A|HLA-DRA|HLA-E|EHD4|CMTM6|PI4K2B|PMEPA1|DTX3L,-1.8,GenesID
GO Biological Processes,19,GO:0001704,formation of primary germ layer,19_GO:0032502 developmental process,-3.5,5.4,5.1,30238,126,310,7,2.3,0.84,2114|3685|3688|4088|6886|51176|57045,ETS2|ITGAV|ITGB1|SMAD3|TAL1|LEF1|TWSG1,-1.8,GenesID
GO Biological Processes,19,GO:0046942,carboxylic acid transport,19_GO:0051179 localization,-3.5,3.5,4.5,30238,305,310,11,3.5,1.1,1376|5243|5244|6506|6513|6541|6566|9368|9429|11309|94097,CPT2|ABCB1|ABCB4|SLC1A2|SLC2A1|SLC7A1|SLC16A1|NHERF1|ABCG2|SLCO2B1|SFXN5,-1.8,GenesID
GO Biological Processes,19,GO:1903707,negative regulation of hemopoiesis,19_GO:0002376 immune system process,-3.5,5.4,5,30238,127,310,7,2.3,0.84,972|2624|3635|7099|10859|53342|441478,CD74|GATA2|INPP5D|TLR4|LILRB1|IL17D|NRARP,-1.8,GenesID
GO Molecular Functions,21,GO:0019901,protein kinase binding,,-3.5,2.5,4.1,30238,697,310,18,5.8,1.3,285|1003|2908|3059|3455|3685|3688|3987|4088|5583|6662|7037|8436|9261|23303|59341|150094|219771,ANGPT2|CDH5|NR3C1|HCLS1|IFNAR2|ITGAV|ITGB1|LIMS1|SMAD3|PRKCH|SOX9|TFRC|CAVIN2|MAPKAPK2|KIF13B|TRPV4|SIK1|CCNY,-1.8,GenesID
GO Biological Processes,19,GO:0042310,vasoconstriction,19_GO:0032501 multicellular organismal process,-3.5,12,6.3,30238,33,310,4,1.3,0.64,183|1906|1910|6338,AGT|EDN1|EDNRB|SCNN1B,-1.8,GenesID
GO Molecular Functions,21,GO:0042910,xenobiotic transmembrane transporter activity,,-3.5,12,6.3,30238,33,310,4,1.3,0.64,1317|5243|6513|9429,SLC31A1|ABCB1|SLC2A1|ABCG2,-1.8,GenesID
GO Biological Processes,19,GO:0001569,branching involved in blood vessel morphogenesis,19_GO:0032502 developmental process,-3.5,12,6.3,30238,33,310,4,1.3,0.64,1906|3791|51176|441478,EDN1|KDR|LEF1|NRARP,-1.8,GenesID
GO Biological Processes,19,GO:0002495,antigen processing and presentation of peptide antigen via MHC class II,19_GO:0002376 immune system process,-3.5,12,6.3,30238,33,310,4,1.3,0.64,972|3117|3122|3127,CD74|HLA-DQA1|HLA-DRA|HLA-DRB5,-1.8,GenesID
GO Biological Processes,19,GO:0001822,kidney development,19_GO:0032502 developmental process,-3.5,3.5,4.5,30238,306,310,11,3.5,1.1,183|285|639|1906|1910|4088|5156|5420|6662|25937|30812,AGT|ANGPT2|PRDM1|EDN1|EDNRB|SMAD3|PDGFRA|PODXL|SOX9|WWTR1|SOX8,-1.8,GenesID
GO Biological Processes,19,GO:0015849,organic acid transport,19_GO:0051179 localization,-3.5,3.5,4.5,30238,306,310,11,3.5,1.1,1376|5243|5244|6506|6513|6541|6566|9368|9429|11309|94097,CPT2|ABCB1|ABCB4|SLC1A2|SLC2A1|SLC7A1|SLC16A1|NHERF1|ABCG2|SLCO2B1|SFXN5,-1.8,GenesID
GO Biological Processes,19,GO:0030111,regulation of Wnt signaling pathway,19_GO:0050896 response to stimulus,-3.5,3.3,4.4,30238,357,310,12,3.9,1.1,2262|4088|6662|6663|8323|9368|25805|25937|51176|147495|219771|441478,GPC5|SMAD3|SOX9|SOX10|FZD6|NHERF1|BAMBI|WWTR1|LEF1|APCDD1|CCNY|NRARP,-1.8,GenesID
GO Cellular Components,20,GO:0035579,specific granule membrane,,-3.4,6.4,5.3,30238,91,310,6,1.9,0.78,945|3685|5787|7133|54918|196527,CD33|ITGAV|PTPRB|TNFRSF1B|CMTM6|ANO6,-1.8,GenesID
GO Biological Processes,19,GO:0071351,cellular response to interleukin-18,19_GO:0050896 response to stimulus,-3.4,21,7.6,30238,14,310,3,0.97,0.56,837|8809|140609,CASP4|IL18R1|NEK7,-1.8,GenesID
GO Biological Processes,19,GO:0035655,interleukin-18-mediated signaling pathway,19_GO:0050896 response to stimulus,-3.4,21,7.6,30238,14,310,3,0.97,0.56,837|8809|140609,CASP4|IL18R1|NEK7,-1.8,GenesID
GO Biological Processes,19,GO:0035589,G protein-coupled purinergic nucleotide receptor signaling pathway,19_GO:0050896 response to stimulus,-3.4,21,7.6,30238,14,310,3,0.97,0.56,2857|5724|64805,GPR34|PTAFR|P2RY12,-1.8,GenesID
GO Biological Processes,19,GO:0021781,glial cell fate commitment,19_GO:0032502 developmental process,-3.4,21,7.6,30238,14,310,3,0.97,0.56,6662|6886|30812,SOX9|TAL1|SOX8,-1.8,GenesID
GO Molecular Functions,21,GO:0035259,nuclear glucocorticoid receptor binding,,-3.4,21,7.6,30238,14,310,3,0.97,0.56,2114|4088|6867,ETS2|SMAD3|TACC1,-1.8,GenesID
GO Biological Processes,19,GO:0002573,myeloid leukocyte differentiation,19_GO:0032502 developmental process,-3.4,4.6,4.8,30238,168,310,8,2.6,0.9,1436|2624|2908|6886|7037|7099|51176|135228,CSF1R|GATA2|NR3C1|TAL1|TFRC|TLR4|LEF1|CD109,-1.7,GenesID
GO Biological Processes,19,GO:0034204,lipid translocation,19_GO:0051179 localization,-3.4,8.1,5.6,30238,60,310,5,1.6,0.72,5243|5244|9619|57194|196527,ABCB1|ABCB4|ABCG1|ATP10A|ANO6,-1.7,GenesID
GO Biological Processes,19,GO:0051051,negative regulation of transport,19_GO:0051179 localization,-3.4,2.9,4.3,30238,468,310,14,4.5,1.2,183|972|1906|2065|3071|3685|3965|4734|5978|7133|9368|10859|29763|144453,AGT|CD74|EDN1|ERBB3|NCKAP1L|ITGAV|LGALS9|NEDD4|REST|TNFRSF1B|NHERF1|LILRB1|PACSIN3|BEST3,-1.7,GenesID
GO Biological Processes,19,GO:0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,19_GO:0002376 immune system process,-3.4,11,6.2,30238,34,310,4,1.3,0.64,972|3117|3122|3127,CD74|HLA-DQA1|HLA-DRA|HLA-DRB5,-1.7,GenesID
GO Biological Processes,19,GO:0098739,import across plasma membrane,19_GO:0051179 localization,-3.4,4.6,4.8,30238,171,310,8,2.6,0.9,482|3773|6338|6506|6513|6541|9368|59341,ATP1B2|KCNJ16|SCNN1B|SLC1A2|SLC2A1|SLC7A1|NHERF1|TRPV4,-1.7,GenesID
GO Biological Processes,19,GO:0001954,positive regulation of cell-matrix adhesion,19_GO:0048518 positive regulation of biological process,-3.4,8,5.6,30238,61,310,5,1.6,0.72,3791|3987|4088|51176|54453,KDR|LIMS1|SMAD3|LEF1|RIN2,-1.7,GenesID
GO Biological Processes,19,GO:0045765,regulation of angiogenesis,19_GO:0032502 developmental process,-3.4,3.2,4.3,30238,365,310,12,3.9,1.1,285|718|1003|1647|2113|2152|2321|2624|3397|3688|3791|57608,ANGPT2|C3|CDH5|GADD45A|ETS1|F3|FLT1|GATA2|ID1|ITGB1|KDR|JCAD,-1.7,GenesID
GO Biological Processes,19,GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,19_GO:0002376 immune system process,-3.4,5.2,4.9,30238,132,310,7,2.3,0.84,718|3105|3122|3133|7037|8809|54440,C3|HLA-A|HLA-DRA|HLA-E|TFRC|IL18R1|SASH3,-1.7,GenesID
GO Biological Processes,19,GO:0005977,glycogen metabolic process,19_GO:0009987 cellular process,-3.4,7.9,5.5,30238,62,310,5,1.6,0.72,3953|5255|5507|5837|648791,LEPR|PHKA1|PPP1R3C|PYGM|PPP1R3G,-1.7,GenesID
GO Biological Processes,19,GO:0045599,negative regulation of fat cell differentiation,19_GO:0032502 developmental process,-3.4,7.9,5.5,30238,62,310,5,1.6,0.72,678|2624|4088|25937|59341,ZFP36L2|GATA2|SMAD3|WWTR1|TRPV4,-1.7,GenesID
GO Biological Processes,19,GO:0010743,regulation of macrophage derived foam cell differentiation,19_GO:0032502 developmental process,-3.4,11,6.1,30238,35,310,4,1.3,0.64,183|3685|5583|9619,AGT|ITGAV|PRKCH|ABCG1,-1.7,GenesID
GO Biological Processes,19,GO:0032673,regulation of interleukin-4 production,19_GO:0032501 multicellular organismal process,-3.4,11,6.1,30238,35,310,4,1.3,0.64,3133|3965|51176|54440,HLA-E|LGALS9|LEF1|SASH3,-1.7,GenesID
GO Cellular Components,20,GO:0030134,COPII-coated ER to Golgi transport vesicle,,-3.3,6.2,5.1,30238,95,310,6,1.9,0.78,972|3105|3117|3122|3127|3133,CD74|HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5|HLA-E,-1.7,GenesID
GO Biological Processes,19,GO:0061138,morphogenesis of a branching epithelium,19_GO:0032502 developmental process,-3.3,4.5,4.7,30238,174,310,8,2.6,0.9,1906|3791|6662|6663|6926|30812|51176|441478,EDN1|KDR|SOX9|SOX10|TBX3|SOX8|LEF1|NRARP,-1.7,GenesID
GO Biological Processes,19,GO:0006633,fatty acid biosynthetic process,19_GO:0009987 cellular process,-3.3,5.1,4.9,30238,133,310,7,2.3,0.84,873|972|3295|6916|11343|79993|84532,CBR1|CD74|HSD17B4|TBXAS1|MGLL|ELOVL7|ACSS1,-1.7,GenesID
GO Biological Processes,19,GO:0072001,renal system development,19_GO:0032502 developmental process,-3.3,3.4,4.3,30238,317,310,11,3.5,1.1,183|285|639|1906|1910|4088|5156|5420|6662|25937|30812,AGT|ANGPT2|PRDM1|EDN1|EDNRB|SMAD3|PDGFRA|PODXL|SOX9|WWTR1|SOX8,-1.6,GenesID
GO Biological Processes,19,GO:0010718,positive regulation of epithelial to mesenchymal transition,19_GO:0032502 developmental process,-3.3,7.7,5.5,30238,63,310,5,1.6,0.72,183|4088|25805|25937|51176,AGT|SMAD3|BAMBI|WWTR1|LEF1,-1.6,GenesID
GO Biological Processes,19,GO:0007498,mesoderm development,19_GO:0032502 developmental process,-3.3,5.1,4.8,30238,134,310,7,2.3,0.84,2114|3688|4088|6886|6926|51176|57045,ETS2|ITGB1|SMAD3|TAL1|TBX3|LEF1|TWSG1,-1.6,GenesID
GO Biological Processes,19,GO:0002286,T cell activation involved in immune response,19_GO:0002376 immune system process,-3.3,6,5.1,30238,97,310,6,1.9,0.78,972|8809|10859|23308|51176|54518,CD74|IL18R1|LILRB1|ICOSLG|LEF1|APBB1IP,-1.6,GenesID
GO Biological Processes,19,GO:2000106,regulation of leukocyte apoptotic process,19_GO:0050789 regulation of biological process,-3.3,6,5.1,30238,97,310,6,1.9,0.78,972|3059|3965|10461|10859|81704,CD74|HCLS1|LGALS9|MERTK|LILRB1|DOCK8,-1.6,GenesID
GO Biological Processes,19,GO:0030856,regulation of epithelial cell differentiation,19_GO:0032502 developmental process,-3.3,4.4,4.6,30238,177,310,8,2.6,0.9,1003|5583|6662|6926|25937|51176|81575|135228,CDH5|PRKCH|SOX9|TBX3|WWTR1|LEF1|APOLD1|CD109,-1.6,GenesID
GO Cellular Components,20,GO:0030136,clathrin-coated vesicle,,-3.3,3.9,4.5,30238,223,310,9,2.9,0.95,972|1906|3117|3122|3127|5244|7037|23677|81575,CD74|EDN1|HLA-DQA1|HLA-DRA|HLA-DRB5|ABCB4|TFRC|SH3BP4|APOLD1,-1.6,GenesID
GO Biological Processes,19,GO:0010595,positive regulation of endothelial cell migration,19_GO:0040011 locomotion,-3.3,5,4.8,30238,136,310,7,2.3,0.84,183|1906|2113|2624|3791|54453|57608,AGT|EDN1|ETS1|GATA2|KDR|RIN2|JCAD,-1.6,GenesID
GO Molecular Functions,21,GO:0008514,organic anion transmembrane transporter activity,,-3.3,3.6,4.4,30238,271,310,10,3.2,1,5243|6506|6513|6541|6566|9368|9429|11309|94097|113278,ABCB1|SLC1A2|SLC2A1|SLC7A1|SLC16A1|NHERF1|ABCG2|SLCO2B1|SFXN5|SLC52A3,-1.6,GenesID
GO Biological Processes,19,GO:0071677,positive regulation of mononuclear cell migration,19_GO:0040011 locomotion,-3.3,6,5,30238,98,310,6,1.9,0.78,1436|3965|59341|64805|81704|196527,CSF1R|LGALS9|TRPV4|P2RY12|DOCK8|ANO6,-1.6,GenesID
GO Biological Processes,19,GO:0002399,MHC class II protein complex assembly,19_GO:0009987 cellular process,-3.3,18,7,30238,16,310,3,0.97,0.56,3117|3122|3127,HLA-DQA1|HLA-DRA|HLA-DRB5,-1.6,GenesID
GO Biological Processes,19,GO:0014829,vascular associated smooth muscle contraction,19_GO:0032501 multicellular organismal process,-3.3,18,7,30238,16,310,3,0.97,0.56,1906|1910|6338,EDN1|EDNRB|SCNN1B,-1.6,GenesID
GO Biological Processes,19,GO:0046642,negative regulation of alpha-beta T cell proliferation,19_GO:0002376 immune system process,-3.3,18,7,30238,16,310,3,0.97,0.56,3965|57045|64115,LGALS9|TWSG1|VSIR,-1.6,GenesID
GO Biological Processes,19,GO:0002503,peptide antigen assembly with MHC class II protein complex,19_GO:0002376 immune system process,-3.3,18,7,30238,16,310,3,0.97,0.56,3117|3122|3127,HLA-DQA1|HLA-DRA|HLA-DRB5,-1.6,GenesID
GO Biological Processes,19,GO:0070673,response to interleukin-18,19_GO:0050896 response to stimulus,-3.3,18,7,30238,16,310,3,0.97,0.56,837|8809|140609,CASP4|IL18R1|NEK7,-1.6,GenesID
GO Biological Processes,19,GO:0010766,negative regulation of sodium ion transport,19_GO:0051179 localization,-3.3,18,7,30238,16,310,3,0.97,0.56,183|4734|9368,AGT|NEDD4|NHERF1,-1.6,GenesID
GO Biological Processes,19,GO:1901342,regulation of vasculature development,19_GO:0032502 developmental process,-3.3,3.1,4.2,30238,375,310,12,3.9,1.1,285|718|1003|1647|2113|2152|2321|2624|3397|3688|3791|57608,ANGPT2|C3|CDH5|GADD45A|ETS1|F3|FLT1|GATA2|ID1|ITGB1|KDR|JCAD,-1.6,GenesID
GO Biological Processes,19,GO:0051048,negative regulation of secretion,19_GO:0051179 localization,-3.3,4.4,4.6,30238,179,310,8,2.6,0.9,972|1906|2065|3071|3965|5978|7133|10859,CD74|EDN1|ERBB3|NCKAP1L|LGALS9|REST|TNFRSF1B|LILRB1,-1.6,GenesID
GO Biological Processes,19,GO:0150117,positive regulation of cell-substrate junction organization,19_GO:0048518 positive regulation of biological process,-3.3,11,5.9,30238,37,310,4,1.3,0.64,3791|3987|4088|9922,KDR|LIMS1|SMAD3|IQSEC1,-1.6,GenesID
GO Biological Processes,19,GO:2000352,negative regulation of endothelial cell apoptotic process,19_GO:0048519 negative regulation of biological process,-3.3,11,5.9,30238,37,310,4,1.3,0.64,1003|2624|3397|3791,CDH5|GATA2|ID1|KDR,-1.6,GenesID
GO Cellular Components,20,GO:0030135,coated vesicle,,-3.3,3.3,4.3,30238,323,310,11,3.5,1.1,972|1906|3105|3117|3122|3127|3133|5244|7037|23677|81575,CD74|EDN1|HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5|HLA-E|ABCB4|TFRC|SH3BP4|APOLD1,-1.6,GenesID
GO Biological Processes,19,GO:0040011,locomotion,19_GO:0040011 locomotion,-3.3,3.1,4.2,30238,376,310,12,3.9,1.1,718|1910|2321|2919|3071|3685|3965|5156|5168|5724|51176|57580,C3|EDNRB|FLT1|CXCL1|NCKAP1L|ITGAV|LGALS9|PDGFRA|ENPP2|PTAFR|LEF1|PREX1,-1.6,GenesID
GO Biological Processes,19,GO:0042325,regulation of phosphorylation,19_GO:0050789 regulation of biological process,-3.2,2.9,4.1,30238,431,310,13,4.2,1.1,183|718|972|1436|1647|2321|3486|3791|5168|9368|64092|83666|219771,AGT|C3|CD74|CSF1R|GADD45A|FLT1|IGFBP3|KDR|ENPP2|NHERF1|SAMSN1|PARP9|CCNY,-1.6,GenesID
GO Biological Processes,19,GO:0072330,monocarboxylic acid biosynthetic process,19_GO:0009987 cellular process,-3.2,4.3,4.6,30238,180,310,8,2.6,0.9,873|972|3295|6916|11343|26031|79993|84532,CBR1|CD74|HSD17B4|TBXAS1|MGLL|OSBPL3|ELOVL7|ACSS1,-1.6,GenesID
GO Biological Processes,19,GO:0002821,positive regulation of adaptive immune response,19_GO:0002376 immune system process,-3.2,4.9,4.7,30238,138,310,7,2.3,0.84,718|3105|3122|3133|7037|8809|54440,C3|HLA-A|HLA-DRA|HLA-E|TFRC|IL18R1|SASH3,-1.6,GenesID
GO Biological Processes,19,GO:0051248,negative regulation of protein metabolic process,19_GO:0048519 negative regulation of biological process,-3.2,2.5,3.9,30238,667,310,17,5.5,1.3,183|1471|1647|1906|1910|3416|3486|3685|4088|5327|5583|9452|23034|23191|25825|64092|151636,AGT|CST3|GADD45A|EDN1|EDNRB|IDE|IGFBP3|ITGAV|SMAD3|PLAT|PRKCH|ITM2A|SAMD4A|CYFIP1|BACE2|SAMSN1|DTX3L,-1.6,GenesID
GO Biological Processes,19,GO:0140115,export across plasma membrane,19_GO:0051179 localization,-3.2,7.4,5.3,30238,66,310,5,1.6,0.72,482|5243|9429|9619|30061,ATP1B2|ABCB1|ABCG2|ABCG1|SLC40A1,-1.6,GenesID
GO Cellular Components,20,GO:0098802,plasma membrane signaling receptor complex,,-3.2,3.3,4.2,30238,326,310,11,3.5,1.1,2065|3560|3597|3655|3685|3688|7037|7096|8809|10203|54518,ERBB3|IL2RB|IL13RA1|ITGA6|ITGAV|ITGB1|TFRC|TLR1|IL18R1|CALCRL|APBB1IP,-1.6,GenesID
